Filename,Governing Law-Answer,lat,lng,isMissing,AgreementDate,documentName,parties,expirationDate,renewalTerm,noticePeriod,toc,isExpDateMissing,isRenewalTermMissing,isNoticePeriodMissing,isTOC,party1,party2,network
IntegrityFunds_20200121,Kansas,37.6896,-97.3442,True,2020-01-18,DISTRIBUTION AND SERVICES AGREEMENT,"Integrity Short Term Government Fund, (""fund""); The Integrity Funds, Integrity Funds Distributor, LLC, (""Integrity"")",1/18/2022,successive 1 year,,No,False,False,True,False,"Integrity Short Term Government Fund, (""fund"")"," The Integrity Funds, Integrity Funds Distributor, LLC, (""Integrity"")","{""nodes"": [{""id"": 48, ""name"": ""IntegrityFunds_20200121""}, {""id"": 119, ""name"": ""DRIVENDELIVERIES,INC_05""}, {""id"": 106, ""name"": ""SmartRxSystemsInc_20180914""}, {""id"": 99, ""name"": ""MidwestEnergyEmissionsCorp_20080604""}, {""id"": 132, ""name"": ""PAXMEDICA,INC_07""}, {""id"": 347, ""name"": ""NEONSYSTEMSINC_03""}, {""id"": 10, ""name"": ""EtonPharmaceuticalsInc_20191114""}], ""links"": [{""source"": 132, ""target"": 10}, {""source"": 99, ""target"": 106}, {""source"": 347, ""target"": 132}, {""source"": 48, ""target"": 99}, {""source"": 347, ""target"": 99}, {""source"": 132, ""target"": 99}, {""source"": 347, ""target"": 132}, {""source"": 347, ""target"": 10}, {""source"": 347, ""target"": 119}]}"
VerizonAbsLlc_20200123,New York,40.6943,-73.9249,True,2020-01-29,"TRANSFER AND SERVICING AGREEMENT, d","VERIZON OWNER TRUST (""Issuer""); VERIZON ABS LLC (""Depositor""); Cellco Partnership d/b/a Verizon Wireless (""Cellco"", ""Servicer"", ""Marketing Agent"", ""Custodian"")",,,,No,True,True,True,False,"VERIZON OWNER TRUST (""Issuer"")"," VERIZON ABS LLC (""Depositor"")","{""nodes"": [{""id"": 49, ""name"": ""VerizonAbsLlc_20200123""}, {""id"": 134, ""name"": ""PFSFUNDS_06""}, {""id"": 198, ""name"": ""CHIPMOSTECHNOLOGIESBERMUDALTD_04""}, {""id"": 287, ""name"": ""AMBASSADOREYEWEARGROUPINC_11""}, {""id"": 120, ""name"": ""ADUROBIOTECH,INC_06""}, {""id"": 65, ""name"": ""EbixInc_20010515""}, {""id"": 125, ""name"": ""DYNTEKINC_07""}], ""links"": [{""source"": 125, ""target"": 120}, {""source"": 65, ""target"": 125}, {""source"": 65, ""target"": 134}, {""source"": 287, ""target"": 120}, {""source"": 120, ""target"": 287}, {""source"": 134, ""target"": 65}, {""source"": 49, ""target"": 120}, {""source"": 198, ""target"": 65}, {""source"": 49, ""target"": 134}]}"
AlliedEsportsEntertainmentInc_20190815,California,38.2969,-76.4949,True,2019-02-01,EVENT SPONSORSHIP AGREEMENT,"Newegg Inc. (""Newegg""); Allied Esports International, Inc. (""Allied"")(""Parties"" and each as a ""Party"")",1/31/2024,,,Yes,False,True,True,True,"Newegg Inc. (""Newegg"")"," Allied Esports International, Inc. (""Allied"")(""Parties"" and each as a ""Party"")","{""nodes"": [{""id"": 50, ""name"": ""AlliedEsportsEntertainmentInc_20190815""}, {""id"": 166, ""name"": ""OFGBANCORP_03""}, {""id"": 198, ""name"": ""CHIPMOSTECHNOLOGIESBERMUDALTD_04""}, {""id"": 226, ""name"": ""AMERICANPHYSICIANSCAPITALINC_03""}, {""id"": 69, ""name"": ""NeoformaInc_19991202""}, {""id"": 242, ""name"": ""PHREESIA,INC_05""}, {""id"": 320, ""name"": ""VARIABLESEPARATEACCOUNT_04""}], ""links"": [{""source"": 50, ""target"": 198}, {""source"": 226, ""target"": 198}, {""source"": 226, ""target"": 242}, {""source"": 69, ""target"": 242}, {""source"": 50, ""target"": 242}, {""source"": 166, ""target"": 69}, {""source"": 226, ""target"": 166}, {""source"": 320, ""target"": 69}, {""source"": 226, ""target"": 320}]}"
EcoScienceSolutionsInc_20180406,Florida,-34.1,-56.2167,True,2018-04-01,SPONSORSHIP AGREEMENT,"Fruit of Life Productions LLC (""Promoter""); Eco Science Solutions, Inc. (""Sponsor"")",4/30/2018,,,No,False,True,True,False,"Fruit of Life Productions LLC (""Promoter"")"," Eco Science Solutions, Inc. (""Sponsor"")","{""nodes"": [{""id"": 51, ""name"": ""EcoScienceSolutionsInc_20180406""}, {""id"": 190, ""name"": ""TUNIUCORP_03""}, {""id"": 255, ""name"": ""FIBROGENINC_10""}, {""id"": 250, ""name"": ""VIRTUALSCOPICS,INC_11""}, {""id"": 160, ""name"": ""BNLFINANCIALCORP_03""}, {""id"": 100, ""name"": ""PacificapEntertainmentHoldingsInc_20051115""}, {""id"": 218, ""name"": ""VALENCETECHNOLOGYINC_02""}], ""links"": [{""source"": 160, ""target"": 218}, {""source"": 218, ""target"": 51}, {""source"": 218, ""target"": 255}, {""source"": 250, ""target"": 100}, {""source"": 255, ""target"": 190}]}"
AgapeAtpCorp_20191202,United Kingdom,51.5072,-0.1275,False,2018-01-15,ODM SUPPLY AGREEMENT,"ORGANIC PREPARATIONS INC. (""the Manufacturer""); AGAPE ATP INTERNATIONAL HOLDING LIMITED (""the Customer"")",1/15/2028,successive 10 years,6 months,No,False,False,False,False,"ORGANIC PREPARATIONS INC. (""the Manufacturer"")"," AGAPE ATP INTERNATIONAL HOLDING LIMITED (""the Customer"")","{""nodes"": [{""id"": 52, ""name"": ""AgapeAtpCorp_20191202""}, {""id"": 349, ""name"": ""KUBIENT,INC_07""}, {""id"": 62, ""name"": ""EmbarkComInc_19991008""}, {""id"": 21, ""name"": ""VitalibisInc_20180316""}, {""id"": 246, ""name"": ""SUCAMPOPHARMACEUTICALS,INC_11""}, {""id"": 162, ""name"": ""ELANDIAINTERNATIONALINC_04""}, {""id"": 322, ""name"": ""VERTICALNETINC_04""}], ""links"": [{""source"": 52, ""target"": 246}, {""source"": 62, ""target"": 21}, {""source"": 322, ""target"": 246}, {""source"": 62, ""target"": 52}, {""source"": 246, ""target"": 52}, {""source"": 62, ""target"": 349}]}"
FreezeTagInc_20180411,Virginia,47.5169,-92.5128,True,2018-03-22,Corporate Sponsorship Agreement,"Freeze Tag Inc. (""Company""); American Diabetes Association (""Association"")",3/14/2020,,,No,False,True,True,False,"Freeze Tag Inc. (""Company"")"," American Diabetes Association (""Association"")","{""nodes"": [{""id"": 53, ""name"": ""FreezeTagInc_20180411""}, {""id"": 258, ""name"": ""LEJUHOLDINGSLTD_03""}, {""id"": 220, ""name"": ""MOELIS&CO_03""}, {""id"": 259, ""name"": ""MEETGROUP,INC_06""}, {""id"": 267, ""name"": ""JINGWEIINTERNATIONALLTD_10""}, {""id"": 291, ""name"": ""MOSSIMOINC_04""}, {""id"": 133, ""name"": ""MERITLIFEINSURANCECO_06""}], ""links"": [{""source"": 267, ""target"": 291}, {""source"": 133, ""target"": 220}, {""source"": 53, ""target"": 258}, {""source"": 220, ""target"": 258}, {""source"": 259, ""target"": 133}]}"
ReynoldsConsumerProductsInc_20191115,Illinois,41.8373,-87.6862,True,2019-11-01,MASTER SUPPLY AGREEMENT,"REYNOLDS CONSUMER PRODUCTS LLC (""Seller""); PACTIV LLC (""Buyer"")(""Party"" and collectively at times as the ""Parties"")",,,,No,True,True,True,False,"REYNOLDS CONSUMER PRODUCTS LLC (""Seller"")"," PACTIV LLC (""Buyer"")(""Party"" and collectively at times as the ""Parties"")","{""nodes"": [{""id"": 54, ""name"": ""ReynoldsConsumerProductsInc_20191115""}, {""id"": 37, ""name"": ""XpresspaGroupInc_20190401""}, {""id"": 324, ""name"": ""HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF""}, {""id"": 33, ""name"": ""CcRealEstateIncomeFundadv_20181205""}, {""id"": 264, ""name"": ""ARMSTRONGFLOORING,INC_01""}, {""id"": 278, ""name"": ""HYPERIONSOFTWARECORP_09""}, {""id"": 201, ""name"": ""ALLISONTRANSMISSIONHOLDINGSINC_12""}], ""links"": [{""source"": 264, ""target"": 324}, {""source"": 201, ""target"": 33}, {""source"": 278, ""target"": 37}, {""source"": 264, ""target"": 37}, {""source"": 37, ""target"": 201}, {""source"": 278, ""target"": 54}, {""source"": 201, ""target"": 264}, {""source"": 33, ""target"": 201}, {""source"": 324, ""target"": 278}]}"
WestPharmaceuticalServicesInc_20200116,Texas,32.7936,-96.7662,True,2020-01-10,GLOBAL MASTER SUPPLY AGREEMENT,"ExxonMobil Chemical Company (""Seller""), on behalf of itself and in the interest of the ExxonMobil affiliates listed on Attachment B (each an ""ExxonMobil Selling Affiliate"" or ""EMCC/A"" or collectively, ""ExxonMobil Selling Affiliates""); West Pharmaceutical Services, Inc. (""Buyer""), on behalf of itself and the Buyer affiliates listed on Attachment C (each a ""Buyer Affiliate"" or “West/A"" or collectively, ""Buyer Affiliates"")",12/31/2023,,,No,False,True,True,False,"ExxonMobil Chemical Company (""Seller""), on behalf of itself and in the interest of the ExxonMobil affiliates listed on Attachment B (each an ""ExxonMobil Selling Affiliate"" or ""EMCC/A"" or collectively, ""ExxonMobil Selling Affiliates"")"," West Pharmaceutical Services, Inc. (""Buyer""), on behalf of itself and the Buyer affiliates listed on Attachment C (each a ""Buyer Affiliate"" or “West/A"" or collectively, ""Buyer Affiliates"")","{""nodes"": [{""id"": 55, ""name"": ""WestPharmaceuticalServicesInc_20200116""}, {""id"": 148, ""name"": ""STAMPSCOMINC_06""}, {""id"": 146, ""name"": ""IPAYMENT,INC_05""}, {""id"": 199, ""name"": ""SIBANNAC,INC_12""}, {""id"": 37, ""name"": ""XpresspaGroupInc_20190401""}, {""id"": 81, ""name"": ""PerformanceSportsBrandsInc_20110909""}, {""id"": 271, ""name"": ""ZEBRATECHNOLOGIESCORP_04""}], ""links"": [{""source"": 55, ""target"": 81}, {""source"": 146, ""target"": 199}, {""source"": 37, ""target"": 148}, {""source"": 199, ""target"": 37}, {""source"": 148, ""target"": 146}, {""source"": 81, ""target"": 55}, {""source"": 81, ""target"": 55}, {""source"": 271, ""target"": 37}, {""source"": 271, ""target"": 37}]}"
PenntexMidstreamPartnersLp_20150416,Texas,32.7936,-96.7662,False,2015-04-14,GAS TRANSPORTATION AGREEMENT,"PennTex North Louisiana Operating, LLC (""Transporter""); MRD Operating LLC (“Customer”)(""Parties"" and individually as a ""Party)",12/31/1930,perpetual,30 days,No,False,False,False,False,"PennTex North Louisiana Operating, LLC (""Transporter"")"," MRD Operating LLC (“Customer”)(""Parties"" and individually as a ""Party)","{""nodes"": [{""id"": 56, ""name"": ""PenntexMidstreamPartnersLp_20150416""}, {""id"": 254, ""name"": ""ELFBEAUTY,INC_07""}, {""id"": 103, ""name"": ""XinhuaSportsEntertainmentLtd_20070221""}, {""id"": 249, ""name"": ""WASTE2ENERGYHOLDINGS,INC_06""}, {""id"": 252, ""name"": ""BIOCEPTINC_08""}, {""id"": 78, ""name"": ""BerkshireHillsBancorpInc_20120809""}, {""id"": 337, ""name"": ""TICKETSCOMINC_06""}], ""links"": [{""source"": 249, ""target"": 254}, {""source"": 252, ""target"": 103}, {""source"": 249, ""target"": 78}, {""source"": 337, ""target"": 103}, {""source"": 103, ""target"": 249}, {""source"": 337, ""target"": 252}, {""source"": 337, ""target"": 249}, {""source"": 252, ""target"": 78}]}"
TcPipelinesLp_20160226,Michigan,42.3834,-83.1024,True,2015-12-14,TRANSPORTATION SERVICE AGREEMENT Contract Identification FT18150,"Great Lakes Gas Transmission Limited Partnership (""Transporter""); ANR PIPELINE COMPANY (""Shipper"")",10/31/2017,,,No,False,True,True,False,"Great Lakes Gas Transmission Limited Partnership (""Transporter"")"," ANR PIPELINE COMPANY (""Shipper"")","{""nodes"": [{""id"": 57, ""name"": ""TcPipelinesLp_20160226""}, {""id"": 158, ""name"": ""N2KINC_10""}, {""id"": 295, ""name"": ""Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF""}, {""id"": 127, ""name"": ""BONTONSTORESINC_04""}, {""id"": 180, ""name"": ""PROFOUNDMEDICALCORP_08""}, {""id"": 335, ""name"": ""SONUSCORP_03""}, {""id"": 194, ""name"": ""MIDDLEBROOKPHARMACEUTICALS,INC_03""}], ""links"": [{""source"": 194, ""target"": 180}, {""source"": 57, ""target"": 127}, {""source"": 335, ""target"": 127}, {""source"": 335, ""target"": 158}, {""source"": 158, ""target"": 194}]}"
RangeResourcesLouisianaInc_20150417,Texas,32.7936,-96.7662,False,2015-04-14,TRANSPORTATION SERVICES AGREEMENT,"PennTex North Louisiana Operating, LLC (""Carrier""); MRD Operating LLC (""Shipper"")(""Party"", or collectively as the ""Parties"")",perpetual,perpetual,30 days,No,False,False,False,False,"PennTex North Louisiana Operating, LLC (""Carrier"")"," MRD Operating LLC (""Shipper"")(""Party"", or collectively as the ""Parties"")","{""nodes"": [{""id"": 58, ""name"": ""RangeResourcesLouisianaInc_20150417""}, {""id"": 76, ""name"": ""SteelVaultCorp_20081224""}, {""id"": 212, ""name"": ""FEDERATEDGOVERNMENTINCOMESECURITIESINC_04""}, {""id"": 309, ""name"": ""PRIMEENERGYRESOURCESCORP_04""}, {""id"": 262, ""name"": ""CERES,INC_01""}, {""id"": 222, ""name"": ""VEONEER,INC_02""}, {""id"": 135, ""name"": ""SCOUTCAMINC_05""}], ""links"": [{""source"": 58, ""target"": 222}, {""source"": 58, ""target"": 212}, {""source"": 76, ""target"": 58}, {""source"": 262, ""target"": 222}, {""source"": 309, ""target"": 135}, {""source"": 309, ""target"": 212}]}"
ZtoExpressCaymanInc_20160930,China,27.3336,128.5736,True,2014-12-22,Road Transportation Agreement,"ZTO Express Co., Ltd. (""Party A""); Tonglu Tongze Logistics Ltd. (""Party B"")",perpetual,,,No,False,True,True,False,"ZTO Express Co., Ltd. (""Party A"")"," Tonglu Tongze Logistics Ltd. (""Party B"")","{""nodes"": [{""id"": 59, ""name"": ""ZtoExpressCaymanInc_20160930""}, {""id"": 287, ""name"": ""AMBASSADOREYEWEARGROUPINC_11""}, {""id"": 257, ""name"": ""HPILHOLDING_01""}, {""id"": 329, ""name"": ""Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF""}, {""id"": 307, ""name"": ""Sonos, Inc. - Manufacturing Agreement .PDF""}, {""id"": 139, ""name"": ""NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04""}, {""id"": 91, ""name"": ""LegacyEducationAllianceInc_20200330""}], ""links"": [{""source"": 287, ""target"": 59}, {""source"": 307, ""target"": 139}, {""source"": 91, ""target"": 329}, {""source"": 257, ""target"": 307}, {""source"": 91, ""target"": 287}, {""source"": 91, ""target"": 287}, {""source"": 59, ""target"": 329}, {""source"": 307, ""target"": 139}, {""source"": 59, ""target"": 329}]}"
AudibleInc_20001113,Washington,38.9047,-77.0163,True,2000-01-30,"CO-BRANDING, MARKETING AND DISTRIBUTION AGREEMENT","Amazon.com Commerce Services, Inc. (""ACSI""); Audible Inc. (""Company"")(""Parties"" and individually as a ""Party"")",1/30/2003,,,No,False,True,True,False,"Amazon.com Commerce Services, Inc. (""ACSI"")"," Audible Inc. (""Company"")(""Parties"" and individually as a ""Party"")","{""nodes"": [{""id"": 60, ""name"": ""AudibleInc_20001113""}, {""id"": 175, ""name"": ""AzulSa_20170303""}, {""id"": 7, ""name"": ""IntegrityMediaInc_20010329""}, {""id"": 206, ""name"": ""CYBERIANOUTPOSTINC_07""}, {""id"": 265, ""name"": ""GSITECHNOLOGYINC_11""}, {""id"": 268, ""name"": ""MSCIINC_02""}, {""id"": 238, ""name"": ""ICORECONNECTINC_10""}], ""links"": [{""source"": 7, ""target"": 268}, {""source"": 60, ""target"": 238}, {""source"": 268, ""target"": 7}, {""source"": 60, ""target"": 175}, {""source"": 206, ""target"": 238}]}"
2ThemartComInc_19990826,California,38.2969,-76.4949,False,1999-06-21,CO-BRANDING AND ADVERTISING AGREEMENT,"I-ESCROW, INC.  (""i-Escrow"" ); 2THEMART.COM, INC. (""2TheMart"")",6/21/2000,Successive 1 year,30 days,No,False,False,False,False,"I-ESCROW, INC.  (""i-Escrow"" )"," 2THEMART.COM, INC. (""2TheMart"")","{""nodes"": [{""id"": 61, ""name"": ""2ThemartComInc_19990826""}, {""id"": 176, ""name"": ""CardlyticsInc_20180112""}, {""id"": 158, ""name"": ""N2KINC_10""}, {""id"": 229, ""name"": ""BLUEROCKRESIDENTIALGROWTHREIT,INC_06""}, {""id"": 349, ""name"": ""KUBIENT,INC_07""}, {""id"": 280, ""name"": ""LIMEENERGYCO_09""}, {""id"": 103, ""name"": ""XinhuaSportsEntertainmentLtd_20070221""}], ""links"": [{""source"": 349, ""target"": 280}, {""source"": 61, ""target"": 229}, {""source"": 280, ""target"": 229}, {""source"": 158, ""target"": 176}, {""source"": 280, ""target"": 158}, {""source"": 280, ""target"": 176}, {""source"": 349, ""target"": 158}]}"
EmbarkComInc_19991008,California,38.2969,-76.4949,True,1999-06-08,CO-BRANDING AGREEMENT,"Snap Technologies, Inc. (""Snap""); United Airlines, Inc. (""Sponsor"")",12/31/2000,,,No,False,True,True,False,"Snap Technologies, Inc. (""Snap"")"," United Airlines, Inc. (""Sponsor"")","{""nodes"": [{""id"": 62, ""name"": ""EmbarkComInc_19991008""}, {""id"": 238, ""name"": ""ICORECONNECTINC_10""}, {""id"": 154, ""name"": ""IVILLAGEINC_03""}, {""id"": 26, ""name"": ""ArtaraTherapeuticsInc_20200110""}, {""id"": 186, ""name"": ""DYNAMEXINC_06""}, {""id"": 115, ""name"": ""SPHERE3DCORP_06""}, {""id"": 134, ""name"": ""PFSFUNDS_06""}], ""links"": [{""source"": 115, ""target"": 238}, {""source"": 115, ""target"": 62}, {""source"": 154, ""target"": 26}, {""source"": 26, ""target"": 186}, {""source"": 238, ""target"": 115}, {""source"": 26, ""target"": 62}, {""source"": 154, ""target"": 62}, {""source"": 134, ""target"": 238}]}"
HealthcentralCom_19991108,Ontario,34.0393,-117.6064,True,1999-06-30,CO-BRANDING CONTENT AGREEMENT,"MEDIALINX INTERACTIVE, L.P. (""MLX""); HEALTHCENTRAL.com INC. (""HCI"")",9/1/2001,,,No,False,True,True,False,"MEDIALINX INTERACTIVE, L.P. (""MLX"")"," HEALTHCENTRAL.com INC. (""HCI"")","{""nodes"": [{""id"": 63, ""name"": ""HealthcentralCom_19991108""}, {""id"": 295, ""name"": ""Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF""}, {""id"": 18, ""name"": ""NakedBrandGroupInc_20150731""}, {""id"": 42, ""name"": ""SigaTechnologiesInc_20190603""}, {""id"": 20, ""name"": ""PareteumCorp_20081001""}, {""id"": 102, ""name"": ""RemarkHoldingsInc_20081114""}, {""id"": 213, ""name"": ""FEDERATEDGOVERNMENTINCOMESECURITIESINC_04""}], ""links"": [{""source"": 63, ""target"": 42}, {""source"": 42, ""target"": 295}, {""source"": 42, ""target"": 20}, {""source"": 18, ""target"": 20}, {""source"": 18, ""target"": 213}]}"
ImpresseCorp_20000322,Delaware,40.2866,-83.0747,True,2000-03-03,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""VerticalNet""); Impresse Corporation (""Impresse"")",6/3/2001,,,No,False,True,True,False,"VerticalNet, Inc. (""VerticalNet"")"," Impresse Corporation (""Impresse"")","{""nodes"": [{""id"": 64, ""name"": ""ImpresseCorp_20000322""}, {""id"": 234, ""name"": ""ENTRUSTINC_07""}, {""id"": 20, ""name"": ""PareteumCorp_20081001""}, {""id"": 180, ""name"": ""PROFOUNDMEDICALCORP_08""}, {""id"": 50, ""name"": ""AlliedEsportsEntertainmentInc_20190815""}, {""id"": 93, ""name"": ""RevolutionMedicinesInc_20200117""}, {""id"": 111, ""name"": ""PlayboyEnterprisesInc_20090220""}], ""links"": [{""source"": 50, ""target"": 64}, {""source"": 93, ""target"": 234}, {""source"": 234, ""target"": 180}, {""source"": 111, ""target"": 64}, {""source"": 234, ""target"": 111}, {""source"": 64, ""target"": 180}, {""source"": 93, ""target"": 64}, {""source"": 64, ""target"": 234}, {""source"": 234, ""target"": 20}]}"
EbixInc_20010515,New York,40.6943,-73.9249,True,2001-01-19,CO-BRANDING AGREEMENT,"About.com, Inc. (""About""); ebix.com, Inc. (""ebix"")",,,,Yes,True,True,True,True,"About.com, Inc. (""About"")"," ebix.com, Inc. (""ebix"")","{""nodes"": [{""id"": 65, ""name"": ""EbixInc_20010515""}, {""id"": 205, ""name"": ""MJBIOTECH,INC_12""}, {""id"": 17, ""name"": ""EcoScienceSolutionsInc_20171117""}, {""id"": 39, ""name"": ""ImperialGardenResortInc_20161028""}, {""id"": 193, ""name"": ""PREMIERBIOMEDICALINC_05""}, {""id"": 40, ""name"": ""ExactSciencesCorp_20180822""}, {""id"": 327, ""name"": ""MetLife, Inc. - Remarketing Agreement.PDF""}], ""links"": [{""source"": 39, ""target"": 17}, {""source"": 327, ""target"": 17}, {""source"": 205, ""target"": 65}, {""source"": 65, ""target"": 205}, {""source"": 327, ""target"": 17}, {""source"": 17, ""target"": 65}, {""source"": 40, ""target"": 65}]}"
InvendaCorp_20000828,California,38.2969,-76.4949,True,2000-02-16,CO-BRANDING AGREEMENT,"At Home Corporation (""Excite@Home"" or ""Excite""); e-centives, Inc. (""Application Provider"" or ""e-centives"")",,,,No,True,True,True,False,"At Home Corporation (""Excite@Home"" or ""Excite"")"," e-centives, Inc. (""Application Provider"" or ""e-centives"")","{""nodes"": [{""id"": 66, ""name"": ""InvendaCorp_20000828""}, {""id"": 126, ""name"": ""REGANHOLDINGCORP_03""}, {""id"": 45, ""name"": ""EhaveInc_20190515""}, {""id"": 34, ""name"": ""EmmisCommunicationsCorp_20191125""}, {""id"": 54, ""name"": ""ReynoldsConsumerProductsInc_20191115""}, {""id"": 91, ""name"": ""LegacyEducationAllianceInc_20200330""}, {""id"": 333, ""name"": ""PROLONGINTERNATIONALCORP_03""}], ""links"": [{""source"": 91, ""target"": 126}, {""source"": 45, ""target"": 34}, {""source"": 126, ""target"": 66}, {""source"": 333, ""target"": 34}, {""source"": 45, ""target"": 333}, {""source"": 45, ""target"": 34}]}"
MphaseTechnologiesInc_20030911,New York,40.6943,-73.9249,True,2003-01-21,CO-BRANDING AGREEMENT,"Lucent Technologies Inc. (""Lucent""); mPhase Technologies Inc. (""mPhase"")(""a Party"" and collectively, ""the Parties"")",1/21/2004,successive 1 year,,Yes,False,False,True,True,"Lucent Technologies Inc. (""Lucent"")"," mPhase Technologies Inc. (""mPhase"")(""a Party"" and collectively, ""the Parties"")","{""nodes"": [{""id"": 67, ""name"": ""MphaseTechnologiesInc_20030911""}, {""id"": 285, ""name"": ""MARTINMIDSTREAMPARTNERSLP_01""}, {""id"": 187, ""name"": ""MPLXLP_06""}, {""id"": 22, ""name"": ""QuantumGroupIncFl_20090120""}, {""id"": 287, ""name"": ""AMBASSADOREYEWEARGROUPINC_11""}, {""id"": 280, ""name"": ""LIMEENERGYCO_09""}, {""id"": 7, ""name"": ""IntegrityMediaInc_20010329""}], ""links"": [{""source"": 22, ""target"": 187}, {""source"": 187, ""target"": 285}, {""source"": 187, ""target"": 285}, {""source"": 7, ""target"": 287}, {""source"": 67, ""target"": 285}]}"
LeadersonlineInc_20000427,Pennsylvania,40.0077,-75.1339,True,2000-03-15,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""VerticalNet""); LeadersOnline, Inc. (""LeadersOnline"")(""Party"" and together the ""Parties"")",6/15/2001,12 months,,No,False,False,True,False,"VerticalNet, Inc. (""VerticalNet"")"," LeadersOnline, Inc. (""LeadersOnline"")(""Party"" and together the ""Parties"")","{""nodes"": [{""id"": 68, ""name"": ""LeadersonlineInc_20000427""}, {""id"": 56, ""name"": ""PenntexMidstreamPartnersLp_20150416""}, {""id"": 268, ""name"": ""MSCIINC_02""}, {""id"": 108, ""name"": ""ArmstrongFlooringInc_20190107""}, {""id"": 27, ""name"": ""CytodynInc_20200109""}, {""id"": 85, ""name"": ""CnsPharmaceuticalsInc_20200326""}, {""id"": 246, ""name"": ""SUCAMPOPHARMACEUTICALS,INC_11""}], ""links"": [{""source"": 68, ""target"": 56}, {""source"": 56, ""target"": 108}, {""source"": 85, ""target"": 56}, {""source"": 246, ""target"": 268}, {""source"": 56, ""target"": 246}, {""source"": 68, ""target"": 85}, {""source"": 246, ""target"": 56}, {""source"": 68, ""target"": 246}]}"
NeoformaInc_19991202,Pennsylvania,40.0077,-75.1339,False,1999-11-19,CO-BRANDING AGREEMENT,"VerticalNet, Inc. (""VerticalNet""); Neoforma.com, Inc. (""Neoforma"")",11/19/2001,successive 1 year,30 days,No,False,False,False,False,"VerticalNet, Inc. (""VerticalNet"")"," Neoforma.com, Inc. (""Neoforma"")","{""nodes"": [{""id"": 69, ""name"": ""NeoformaInc_19991202""}, {""id"": 198, ""name"": ""CHIPMOSTECHNOLOGIESBERMUDALTD_04""}, {""id"": 286, ""name"": ""ADAMSGOLFINC_03""}, {""id"": 293, ""name"": ""WARNINGMANAGEMENTSERVICESINC_12""}, {""id"": 117, ""name"": ""EMERALDHEALTHTHERAPEUTICSINC_06""}, {""id"": 24, ""name"": ""GarrettMotionInc_20181001""}, {""id"": 173, ""name"": ""OMINTO,INC_03""}], ""links"": [{""source"": 69, ""target"": 117}, {""source"": 24, ""target"": 173}, {""source"": 293, ""target"": 286}, {""source"": 69, ""target"": 117}, {""source"": 117, ""target"": 69}, {""source"": 173, ""target"": 198}]}"
RaeSystemsInc_20001114,California,38.2969,-76.4949,True,1999-11-05,CO-BRANDING AGREEMENT                                      (FORM),"NETTAXI Online Communities, Inc. (""NETTAXI""); Solutions Media, Inc.(dba SpinRecords.com, ""SpinRecords.com"" or ""Client"")",11/5/2000,successive 1 year,60 days,Yes,False,False,False,True,"NETTAXI Online Communities, Inc. (""NETTAXI"")"," Solutions Media, Inc.(dba SpinRecords.com, ""SpinRecords.com"" or ""Client"")","{""nodes"": [{""id"": 70, ""name"": ""RaeSystemsInc_20001114""}, {""id"": 119, ""name"": ""DRIVENDELIVERIES,INC_05""}, {""id"": 246, ""name"": ""SUCAMPOPHARMACEUTICALS,INC_11""}, {""id"": 105, ""name"": ""PrecheckHealthServicesInc_20200320""}, {""id"": 127, ""name"": ""BONTONSTORESINC_04""}, {""id"": 215, ""name"": ""WESTERN COPPER - NON-COMPETITION AGREEMENT.PDF""}, {""id"": 280, ""name"": ""LIMEENERGYCO_09""}], ""links"": [{""source"": 105, ""target"": 246}, {""source"": 127, ""target"": 215}, {""source"": 105, ""target"": 70}, {""source"": 119, ""target"": 70}, {""source"": 127, ""target"": 70}, {""source"": 246, ""target"": 105}, {""source"": 246, ""target"": 127}, {""source"": 105, ""target"": 215}, {""source"": 105, ""target"": 119}]}"
