Filename,Governing Law-Answer,lat,lng,isMissing
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,New York,40.6943,-73.9249,False
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,Netherlands,52.3667,4.8833,False
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,Nevada,37.8445,-94.3492,False
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,New York,40.6943,-73.9249,False
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,Maryland,39.3051,-76.6144,False
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF",California,38.2969,-76.4949,True
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Canada,43.7417,-79.3733,False
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.PDF,Missouri,38.6358,-90.2451,False
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,Colorado,-22.8378,-51.9728,False
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF",Florida,-34.1,-56.2167,True
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.pdf,New York,40.6943,-73.9249,True
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,New York,40.6943,-73.9249,False
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,North Carolina,35.208,-80.8304,True
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.pdf,Ontario,34.0393,-117.6064,False
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.PDF,New York,40.6943,-73.9249,True
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.PDF,New Jersey,40.2236,-74.7641,False
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.PDF,Netherlands,52.3667,4.8833,False
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.PDF",Colorado,-22.8378,-51.9728,True
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",New York,40.6943,-73.9249,False
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.PDF,Delaware,40.2866,-83.0747,False
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.PDF,Colombia,4.6126,-74.0705,True
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.PDF,Arkansas,34.7256,-92.3576,False
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,Ontario,34.0393,-117.6064,False
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.PDF,Ohio,40.5425,-80.0926,True
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT.PDF,Kazakhstan,43.25,76.9,True
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.PDF,Texas,32.7936,-96.7662,True
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.PDF,China,27.3336,128.5736,True
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.PDF,China,27.3336,128.5736,False
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,False
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,True
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.PDF",North Carolina,35.208,-80.8304,True
"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC..PDF",California,38.2969,-76.4949,True
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.PDF,Ontario,34.0393,-117.6064,False
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.PDF",United Kingdom,51.5072,-0.1275,False
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.PDF,California,38.2969,-76.4949,False
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,False
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement.PDF,Taiwan,24.15,120.6667,False
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.PDF",Texas,32.7936,-96.7662,False
PLAYAHOTELS&RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).PDF,Illinois,41.8373,-87.6862,False
ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT.PDF,Delaware,40.2866,-83.0747,False
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,New York,40.6943,-73.9249,False
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF,New York,40.6943,-73.9249,False
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF,Delaware,40.2866,-83.0747,True
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.PDF",Florida,-34.1,-56.2167,False
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT.PDF,California,38.2969,-76.4949,True
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.PDF,New York,40.6943,-73.9249,True
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.PDF",Canada,43.7417,-79.3733,True
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",Delaware,40.2866,-83.0747,False
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.pdf,Illinois,41.8373,-87.6862,True
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.pdf,New York,40.6943,-73.9249,False
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,New York,40.6943,-73.9249,False
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,True
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.pdf,Pennsylvania,40.0077,-75.1339,True
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf,Pennsylvania,40.0077,-75.1339,False
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.pdf,Pennsylvania,40.0077,-75.1339,False
WESTERN COPPER - NON-COMPETITION AGREEMENT.PDF,British Columbia,49.25,-123.1,False
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,True
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF",New York,40.6943,-73.9249,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.PDF",Japan,35.6839,139.7744,True
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.PDF,China,27.3336,128.5736,True
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,False
MOELIS&CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.PDF,New York,40.6943,-73.9249,True
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,California,38.2969,-76.4949,True
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT.PDF",Japan,35.6839,139.7744,False
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF",Italy,41.8931,12.4828,False
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF,India,28.6667,77.2167,False
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.PDF,Delaware,40.2866,-83.0747,False
AFSALABANCORPINC_08_01_1996-EX-1.1-AGENCY AGREEMENT.PDF,District of Columbia,38.9047,-77.0163,True
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.PDF,Kansas,37.6896,-97.3442,False
ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.PDF,New York,40.6943,-73.9249,True
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF,Nevada,37.8445,-94.3492,False
BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT.PDF,Georgia,33.7627,-84.4224,True
BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT.PDF,Massachusetts,42.3188,-71.0846,False
"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF",New York,40.6943,-73.9249,False
"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT.PDF",New York,40.6943,-73.9249,False
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF,California,38.2969,-76.4949,True
CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement.PDF,New York,40.6943,-73.9249,False
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF,Texas,32.7936,-96.7662,True
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF",Missouri,38.6358,-90.2451,False
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Florida,-34.1,-56.2167,True
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.PDF,Ontario,34.0393,-117.6064,False
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.PDF",Texas,32.7936,-96.7662,False
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",California,38.2969,-76.4949,False
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,New York,40.6943,-73.9249,False
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.PDF,New York,40.6943,-73.9249,False
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.PDF",Texas,32.7936,-96.7662,True
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF,Victoria,48.4283,-123.3647,True
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Texas,32.7936,-96.7662,False
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.PDF,United Kingdom,51.5072,-0.1275,False
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,Connecticut,41.1918,-73.1953,True
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.PDF",Illinois,41.8373,-87.6862,True
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF,Israel,31.7833,35.2167,True
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF',Ontario,34.0393,-117.6064,False
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",New York,40.6943,-73.9249,False
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",Japan,35.6839,139.7744,False
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.PDF",Florida,-34.1,-56.2167,False
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.PDF,New York,40.6943,-73.9249,True
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",United Kingdom,51.5072,-0.1275,False
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Delaware,40.2866,-83.0747,True
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.PDF,Delaware,40.2866,-83.0747,True
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.PDF,California,38.2969,-76.4949,True
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",New York,40.6943,-73.9249,True
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.PDF,China,27.3336,128.5736,False
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,False
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,California,38.2969,-76.4949,True
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,True
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,Nevada,37.8445,-94.3492,False
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,China,27.3336,128.5736,False
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,False
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Delaware,40.2866,-83.0747,False
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,Texas,32.7936,-96.7662,False
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.PDF,Delaware,40.2866,-83.0747,True
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",New York,40.6943,-73.9249,True
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF",Georgia,33.7627,-84.4224,True
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF",Delaware,40.2866,-83.0747,True
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",California,38.2969,-76.4949,True
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF",New York,40.6943,-73.9249,True
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,China,27.3336,128.5736,False
MSCIINC_02_28_2008-EX-10.10-.PDF,New York,40.6943,-73.9249,False
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF",Delaware,40.2866,-83.0747,False
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.PDF,Georgia,33.7627,-84.4224,False
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,Delaware,40.2866,-83.0747,True
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,South Dakota,43.5397,-96.732,True
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Germany,52.5167,13.3833,False
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Texas,32.7936,-96.7662,True
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Ontario,34.0393,-117.6064,False
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",California,38.2969,-76.4949,True
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Washington,38.9047,-77.0163,True
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Connecticut,41.1918,-73.1953,False
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Colorado,-22.8378,-51.9728,True
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,New York,40.6943,-73.9249,False
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Illinois,41.8373,-87.6862,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,China,27.3336,128.5736,True
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Delaware,40.2866,-83.0747,True
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",Texas,32.7936,-96.7662,True
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",New Jersey,40.2236,-74.7641,False
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Texas,32.7936,-96.7662,True
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,Texas,32.7936,-96.7662,True
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Texas,32.7936,-96.7662,False
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,Kansas,37.6896,-97.3442,True
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,California,38.2969,-76.4949,False
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,California,38.2969,-76.4949,False
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.PDF",Nevada,37.8445,-94.3492,True
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.PDF,New York,40.6943,-73.9249,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.PDF,Ohio,40.5425,-80.0926,True
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.PDF,Colorado,-22.8378,-51.9728,False
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,Virginia,47.5169,-92.5128,False
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF,Tennessee,36.1715,-86.7843,False
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF",New York,40.6943,-73.9249,True
Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF,Delaware,40.2866,-83.0747,False
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.PDF,New York,40.6943,-73.9249,True
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.PDF,Louisiana,30.0687,-89.9288,True
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,Texas,32.7936,-96.7662,True
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.PDF",New York,40.6943,-73.9249,False
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Florida,-34.1,-56.2167,False
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF",Texas,32.7936,-96.7662,False
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,Arizona,33.5722,-112.0891,False
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF,New York,40.6943,-73.9249,False
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,New York,40.6943,-73.9249,False
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,California,38.2969,-76.4949,True
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT.PDF,California,38.2969,-76.4949,True
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT.PDF,New York,40.6943,-73.9249,True
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,California,38.2969,-76.4949,False
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,California,38.2969,-76.4949,True
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,Washington,38.9047,-77.0163,True
"Antares Pharma, Inc. - Manufacturing Agreement.PDF",New York,40.6943,-73.9249,True
Apollo Endosurgery - Manufacturing and Supply Agreement.PDF,Texas,32.7936,-96.7662,False
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.PDF",United Kingdom,51.5072,-0.1275,True
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF,Hong Kong,22.3069,114.1831,True
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF",New York,40.6943,-73.9249,False
"Sonos, Inc. - Manufacturing Agreement .PDF",California,38.2969,-76.4949,True
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF",New York,40.6943,-73.9249,True
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.PDF",New York,40.6943,-73.9249,False
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.PDF,Texas,32.7936,-96.7662,True
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.PDF,Texas,32.7936,-96.7662,False
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,New York,40.6943,-73.9249,False
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,New York,40.6943,-73.9249,False
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,Nova Scotia,44.6475,-63.5906,False
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",California,38.2969,-76.4949,False
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Switzerland,46.948,7.4474,False
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,Minnesota,44.9635,-93.2678,False
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,New York,40.6943,-73.9249,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,South Africa,-26.2044,28.0416,True
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,Indiana,40.622,-79.1552,False
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,Delaware,40.2866,-83.0747,True
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,New York,40.6943,-73.9249,True
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,Delaware,40.2866,-83.0747,True
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Pennsylvania,40.0077,-75.1339,True
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",New York,40.6943,-73.9249,False
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Delaware,40.2866,-83.0747,False
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,Delaware,40.2866,-83.0747,True
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,Switzerland,46.948,7.4474,True
"Loop Industries, Inc. - Marketing Agreement.PDF",Delaware,40.2866,-83.0747,True
NUVEEN - REMARKETING AGREEMENT.PDF,New York,40.6943,-73.9249,False
"MetLife, Inc. - Remarketing Agreement.PDF",New York,40.6943,-73.9249,False
"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",New York,40.6943,-73.9249,False
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,Iowa,41.5725,-93.6105,False
"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF",New York,40.6943,-73.9249,True
"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",California,38.2969,-76.4949,False
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Arizona,33.5722,-112.0891,False
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,Kentucky,38.1663,-85.6485,True
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF,California,38.2969,-76.4949,False
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,North Carolina,35.208,-80.8304,True
